V1	V2.x	V3	V4	V5	grp	DUP	len
9	braker_augustus	exon	5841686	5841852	2448	NO	167
9	braker_augustus	intron	5841853	5841997	2449	NO	145
9	braker_augustus	exon	5841998	5842134	2450	NO	137
9	braker_augustus	intron	5842135	5843222	2451	NO	1088
9	braker_augustus	exon	5843223	5843638	2452	NO	416
9	braker_augustus	intron	5843639	5844959	2453	NO	1321
9	braker_augustus	exon	5844960	5845070	2454	NO	111
9	braker_augustus	intron	5845071	5845338	2455	NO	268
9	braker_augustus	exon	5845339	5845500	2456	NO	162
9	braker_augustus	intron	5845501	5847312	2457	NO	1812
9	braker_augustus	exon	5847313	5847458	2458	NO	146
9	braker_augustus	non_coding	5847459	5850848	2459	NO	3390
9	braker_augustus	exon	5850849	5851082	2460	NO	234
9	braker_augustus	intron	5851083	5851715	2461	NO	633
9	braker_augustus	exon	5851716	5851895	2462	NO	180
9	braker_augustus	intron	5851896	5852084	2463	NO	189
9	braker_augustus	exon	5852085	5852250	2464	NO	166
9	braker_augustus	intron	5852251	5852616	2465	NO	366
9	braker_augustus	exon	5852617	5852813	2466	NO	197
9	braker_augustus	intron	5852814	5852895	2467	NO	82
9	braker_augustus	exon	5852896	5852952	2468	NO	57
9	braker_augustus	non_coding	5852953	5854533	2469	NO	1581
9	braker_augustus	exon	5854534	5857977	2470	NO	3444
9	braker_augustus	intron	5857978	5858045	2471	NO	68
9	braker_augustus	exon	5858046	5858705	2472	NO	660
9	braker_augustus	non_coding	5858706	5859261	2473	NO	556
9	braker_augustus	exon	5859262	5860071	2474	NO	810
9	braker_augustus	non_coding	5860072	5860168	2475	NO	97
9	braker_augustus	exon	5860169	5861638	2476	NO	1470
9	braker_augustus	non_coding	5861639	5861707	2477	NO	69
9	braker_augustus	exon	5861708	5861731	2478	NO	24
9	braker_augustus	intron	5861732	5861793	2479	NO	62
9	braker_augustus	exon	5861794	5864085	2480	NO	2292
9	braker_augustus	intron	5864086	5864165	2481	NO	80
9	braker_augustus	exon	5864166	5864195	2482	NO	30
9	braker_augustus	non_coding	5864196	5875806	2483	NO	11611
9	braker_augustus	exon	5875807	5875985	2484	NO	179
9	braker_augustus	intron	5875986	5877374	2485	NO	1389
9	braker_augustus	exon	5877375	5877534	2486	NO	160
9	braker_augustus	intron	5877535	5880388	2487	NO	2854
9	braker_augustus	exon	5880389	5880454	2488	NO	66
9	braker_augustus	intron	5880455	5880674	2489	NO	220
9	braker_augustus	exon	5880675	5880726	2490	NO	52
9	braker_augustus	intron	5880727	5880885	2491	NO	159
9	braker_augustus	exon	5880886	5880953	2492	NO	68
9	braker_augustus	intron	5880954	5881484	2493	NO	531
9	braker_augustus	exon	5881485	5881639	2494	NO	155
9	braker_augustus	intron	5881640	5882405	2495	NO	766
9	braker_augustus	exon	5882406	5882546	2496	NO	141
9	braker_augustus	intron	5882547	5883234	2497	NO	688
9	braker_augustus	exon	5883235	5883343	2498	NO	109
9	braker_augustus	intron	5883344	5883637	2499	NO	294
9	braker_augustus	exon	5883638	5883747	2500	NO	110
9	braker_augustus	intron	5883748	5884027	2501	NO	280
9	braker_augustus	exon	5884028	5884170	2502	NO	143
9	braker_augustus	intron	5884171	5884245	2503	NO	75
9	braker_augustus	exon	5884246	5884373	2504	NO	128
9	braker_augustus	intron	5884374	5884871	2505	NO	498
9	braker_augustus	exon	5884872	5885035	2506	NO	164
9	braker_augustus	intron	5885036	5885662	2507	NO	627
9	braker_augustus	exon	5885663	5885888	2508	NO	226
9	braker_augustus	intron	5885889	5886289	2509	NO	401
9	braker_augustus	exon	5886290	5886341	2510	NO	52
9	braker_augustus	intron	5886342	5887391	2511	NO	1050
9	braker_augustus	exon	5887392	5887540	2512	NO	149
9	braker_augustus	intron	5887541	5887638	2513	NO	98
9	braker_augustus	exon	5887639	5887704	2514	NO	66
9	braker_augustus	intron	5887705	5887798	2515	NO	94
9	braker_augustus	exon	5887799	5887850	2516	NO	52
9	braker_augustus	intron	5887851	5888286	2517	NO	436
9	braker_augustus	exon	5888287	5888354	2518	NO	68
9	braker_augustus	intron	5888355	5888471	2519	NO	117
9	braker_augustus	exon	5888472	5888626	2520	NO	155
9	braker_augustus	intron	5888627	5888806	2521	NO	180
9	braker_augustus	exon	5888807	5888947	2522	NO	141
9	braker_augustus	intron	5888948	5889247	2523	NO	300
9	braker_augustus	exon	5889248	5889466	2524	NO	219
9	braker_augustus	intron	5889467	5890255	2525	NO	789
9	braker_augustus	exon	5890256	5890395	2526	NO	140
9	braker_augustus	intron	5890396	5891860	2527	NO	1465
9	braker_augustus	exon	5891861	5891988	2528	NO	128
9	braker_augustus	intron	5891989	5894138	2529	NO	2150
9	braker_augustus	exon	5894139	5894308	2530	NO	170
9	braker_augustus	intron	5894309	5894443	2531	NO	135
9	braker_augustus	exon	5894444	5894525	2532	NO	82
9	braker_augustus	non_coding	5894526	5905423	2533	NO	10898
9	braker_augustus	exon	5905424	5905533	2534	NO	110
9	braker_augustus	intron	5905534	5905685	2535	NO	152
9	braker_augustus	exon	5905686	5906080	2536	NO	395
9	braker_augustus	intron	5906081	5906196	2537	NO	116
9	braker_augustus	exon	5906197	5906530	2538	NO	334
9	braker_augustus	intron	5906531	5910870	2539	NO	4340
9	braker_augustus	exon	5910871	5911014	2540	NO	144
9	braker_augustus	intron	5911015	5911118	2541	NO	104
9	braker_augustus	exon	5911119	5911513	2542	NO	395
9	braker_augustus	intron	5911514	5912793	2543	NO	1280
9	braker_augustus	exon	5912794	5913127	2544	NO	334
9	braker_augustus	intron	5913128	5913389	2545	NO	262
9	braker_augustus	exon	5913390	5913435	2546	NO	46
9	braker_augustus	non_coding	5913436	5916279	2547	NO	2844
9	braker_augustus	exon	5916280	5916389	2548	NO	110
9	braker_augustus	intron	5916390	5919061	2549	NO	2672
9	braker_augustus	exon	5919062	5919456	2550	NO	395
9	braker_augustus	intron	5919457	5919717	2551	NO	261
9	braker_augustus	exon	5919718	5920088	2552	NO	371
9	braker_augustus	intron	5920089	5920751	2553	NO	663
9	braker_augustus	exon	5920752	5922064	2554	NO	1313
9	braker_augustus	intron	5922065	5922727	2555	NO	663
9	braker_augustus	exon	5922728	5922773	2556	NO	46
9	braker_augustus	non_coding	5922774	5922939	2557	NO	166
9	braker_augustus	exon	5922940	5922985	2558	NO	46
9	braker_augustus	intron	5922986	5923561	2559	NO	576
9	braker_augustus	exon	5923562	5923889	2560	NO	328
9	braker_augustus	intron	5923890	5924972	2561	NO	1083
9	braker_augustus	exon	5924973	5925312	2562	NO	340
9	braker_augustus	non_coding	5925313	5934233	2563	NO	8921
9	braker_augustus	exon	5934234	5934279	2564	NO	46
9	braker_augustus	intron	5934280	5934392	2565	NO	113
9	braker_augustus	exon	5934393	5934726	2566	NO	334
9	braker_augustus	intron	5934727	5935089	2567	NO	363
9	braker_augustus	exon	5935090	5935484	2568	NO	395
9	braker_augustus	intron	5935485	5937400	2569	NO	1916
9	braker_augustus	exon	5937401	5937593	2570	NO	193
9	braker_augustus	intron	5937594	5937984	2571	NO	391
9	braker_augustus	exon	5937985	5938021	2572	NO	37
9	braker_augustus	non_coding	5938022	5939528	2573	NO	1507
9	braker_augustus	exon	5939529	5939771	2574	NO	243
9	braker_augustus	non_coding	5939772	5952096	2575	NO	12325
9	braker_augustus	exon	5952097	5952434	2576	NO	338
9	braker_augustus	intron	5952435	5952693	2577	NO	259
9	braker_augustus	exon	5952694	5953043	2578	NO	350
9	braker_augustus	intron	5953044	5953294	2579	NO	251
9	braker_augustus	exon	5953295	5953512	2580	NO	218
9	braker_augustus	non_coding	5953513	5974492	2581	NO	20980
9	braker_augustus	exon	5974493	5974966	2582	NO	474
9	braker_augustus	non_coding	5974967	5992334	2583	NO	17368
9	braker_augustus	exon	5992335	5992380	2584	NO	46
9	braker_augustus	intron	5992381	5994008	2585	NO	1628
9	braker_augustus	exon	5994009	5994342	2586	NO	334
9	braker_augustus	intron	5994343	5994560	2587	NO	218
9	braker_augustus	exon	5994561	5994955	2588	NO	395
9	braker_augustus	intron	5994956	5995205	2589	NO	250
9	braker_augustus	exon	5995206	5995386	2590	NO	181
9	braker_augustus	intron	5995387	5995738	2591	NO	352
9	braker_augustus	exon	5995739	5995775	2592	NO	37
9	braker_augustus	non_coding	5995776	6004816	2593	NO	9041
9	braker_augustus	exon	6004817	6004832	2594	NO	16
9	braker_augustus	intron	6004833	6009442	2595	NO	4610
9	braker_augustus	exon	6009443	6009626	2596	NO	184
9	braker_augustus	intron	6009627	6010123	2597	NO	497
9	braker_augustus	exon	6010124	6010518	2598	NO	395
9	braker_augustus	intron	6010519	6010912	2599	NO	394
9	braker_augustus	exon	6010913	6011246	2600	NO	334
9	braker_augustus	intron	6011247	6011606	2601	NO	360
9	braker_augustus	exon	6011607	6011652	2602	NO	46
9	braker_augustus	non_coding	6011653	6014483	2603	NO	2831
9	braker_augustus	exon	6014484	6014529	2604	NO	46
9	braker_augustus	intron	6014530	6014991	2605	NO	462
9	braker_augustus	exon	6014992	6015325	2606	NO	334
9	braker_augustus	intron	6015326	6015608	2607	NO	283
9	braker_augustus	exon	6015609	6016003	2608	NO	395
9	braker_augustus	intron	6016004	6016682	2609	NO	679
9	braker_augustus	exon	6016683	6016795	2610	NO	113
9	braker_augustus	non_coding	6016796	6031751	2611	NO	14956
9	braker_augustus	exon	6031752	6031797	2612	NO	46
9	braker_augustus	intron	6031798	6033520	2613	NO	1723
9	braker_augustus	exon	6033521	6033572	2614	NO	52
9	braker_augustus	intron	6033573	6034195	2615	NO	623
9	braker_augustus	exon	6034196	6034341	2616	NO	146
9	braker_augustus	intron	6034342	6034841	2617	NO	500
9	braker_augustus	exon	6034842	6035084	2618	NO	243
9	braker_augustus	intron	6035085	6037747	2619	NO	2663
9	braker_augustus	exon	6037748	6038096	2620	NO	349
9	braker_augustus	intron	6038097	6039027	2621	NO	931
9	braker_augustus	exon	6039028	6039085	2622	NO	58
9	braker_augustus	non_coding	6039086	6039807	2623	NO	722
9	braker_augustus	exon	6039808	6039829	2624	NO	22
9	braker_augustus	intron	6039830	6039916	2625	NO	87
9	braker_augustus	exon	6039917	6039945	2626	NO	29
9	braker_augustus	non_coding	6039946	6040022	2627	NO	77
9	braker_augustus	exon	6040023	6040065	2628	NO	43
9	braker_augustus	intron	6040066	6040263	2629	NO	198
9	braker_augustus	exon	6040264	6040512	2630	NO	249
9	braker_augustus	intron	6040513	6040735	2631	NO	223
9	braker_augustus	exon	6040736	6041069	2632	NO	334
9	braker_augustus	intron	6041070	6041144	2633	NO	75
9	braker_augustus	exon	6041145	6041202	2634	NO	58
9	braker_augustus	non_coding	6041203	6041414	2635	NO	212
9	braker_augustus	exon	6041415	6041655	2636	NO	241
9	braker_augustus	intron	6041656	6041835	2637	NO	180
9	braker_augustus	exon	6041836	6042052	2638	NO	217
9	braker_augustus	intron	6042053	6042267	2639	NO	215
9	braker_augustus	exon	6042268	6042360	2640	NO	93
9	braker_augustus	intron	6042361	6042662	2641	NO	302
9	braker_augustus	exon	6042663	6042809	2642	NO	147
9	braker_augustus	intron	6042810	6044087	2643	NO	1278
9	braker_augustus	exon	6044088	6044157	2644	NO	70
9	braker_augustus	non_coding	6044158	6050418	2645	NO	6261
9	braker_augustus	exon	6050419	6050491	2646	NO	73
9	braker_augustus	intron	6050492	6056332	2647	NO	5841
9	braker_augustus	exon	6056333	6056485	2648	NO	153
9	braker_augustus	intron	6056486	6057116	2649	NO	631
9	braker_augustus	exon	6057117	6057206	2650	NO	90
9	braker_augustus	intron	6057207	6057365	2651	NO	159
9	braker_augustus	exon	6057366	6057707	2652	NO	342
9	braker_augustus	intron	6057708	6057889	2653	NO	182
9	braker_augustus	exon	6057890	6058954	2654	NO	1065
9	braker_augustus	intron	6058955	6063917	2655	NO	4963
9	braker_augustus	exon	6063918	6064565	2656	NO	648
9	braker_augustus	intron	6064566	6064935	2657	NO	370
9	braker_augustus	exon	6064936	6065104	2658	NO	169
9	braker_augustus	intron	6065105	6065386	2659	NO	282
9	braker_augustus	exon	6065387	6065612	2660	NO	226
9	braker_augustus	non_coding	6065613	6067196	2661	NO	1584
9	braker_augustus	exon	6067197	6067464	2662	NO	268
9	braker_augustus	intron	6067465	6070041	2663	NO	2577
9	braker_augustus	exon	6070042	6070210	2664	NO	169
9	braker_augustus	intron	6070211	6071161	2665	NO	951
9	braker_augustus	exon	6071162	6071351	2666	NO	190
9	braker_augustus	non_coding	6071352	6072161	2667	NO	810
9	braker_augustus	exon	6072162	6072204	2668	NO	43
9	braker_augustus	intron	6072205	6072398	2669	NO	194
9	braker_augustus	exon	6072399	6072493	2670	NO	95
9	braker_augustus	intron	6072494	6072914	2671	NO	421
9	braker_augustus	exon	6072915	6073062	2672	NO	148
9	braker_augustus	intron	6073063	6074744	2673	NO	1682
9	braker_augustus	exon	6074745	6074837	2674	NO	93
9	braker_augustus	intron	6074838	6075832	2675	NO	995
9	braker_augustus	exon	6075833	6075990	2676	NO	158
9	braker_augustus	intron	6075991	6076361	2677	NO	371
9	braker_augustus	exon	6076362	6076541	2678	NO	180
9	braker_augustus	non_coding	6076542	6082171	2679	NO	5630
9	braker_augustus	exon	6082172	6082253	2680	NO	82
9	braker_augustus	intron	6082254	6084736	2681	NO	2483
9	braker_augustus	exon	6084737	6084888	2682	NO	152
9	braker_augustus	intron	6084889	6085853	2683	NO	965
9	braker_augustus	exon	6085854	6086077	2684	NO	224
9	braker_augustus	intron	6086078	6086781	2685	NO	704
9	braker_augustus	exon	6086782	6086962	2686	NO	181
9	braker_augustus	intron	6086963	6087673	2687	NO	711
9	braker_augustus	exon	6087674	6087863	2688	NO	190
9	braker_augustus	intron	6087864	6088815	2689	NO	952
9	braker_augustus	exon	6088816	6088997	2690	NO	182
9	braker_augustus	intron	6088998	6090175	2691	NO	1178
9	braker_augustus	exon	6090176	6090376	2692	NO	201
9	braker_augustus	intron	6090377	6090858	2693	NO	482
9	braker_augustus	exon	6090859	6090999	2694	NO	141
9	braker_augustus	intron	6091000	6091188	2695	NO	189
9	braker_augustus	exon	6091189	6091329	2696	NO	141
9	braker_augustus	intron	6091330	6091683	2697	NO	354
9	braker_augustus	exon	6091684	6091824	2698	NO	141
9	braker_augustus	intron	6091825	6092227	2699	NO	403
9	braker_augustus	exon	6092228	6092391	2700	NO	164
9	braker_augustus	intron	6092392	6093425	2701	NO	1034
9	braker_augustus	exon	6093426	6093606	2702	NO	181
9	braker_augustus	intron	6093607	6094817	2703	NO	1211
9	braker_augustus	exon	6094818	6094975	2704	NO	158
9	braker_augustus	intron	6094976	6095242	2705	NO	267
9	braker_augustus	exon	6095243	6095336	2706	NO	94
9	braker_augustus	intron	6095337	6097490	2707	NO	2154
9	braker_augustus	exon	6097491	6097631	2708	NO	141
9	braker_augustus	non_coding	6097632	6101449	2709	NO	3818
9	braker_augustus	exon	6101450	6101550	2710	NO	101
9	braker_augustus	intron	6101551	6103476	2711	NO	1926
9	braker_augustus	exon	6103477	6103615	2712	NO	139
9	braker_augustus	intron	6103616	6104899	2713	NO	1284
9	braker_augustus	exon	6104900	6105112	2714	NO	213
9	braker_augustus	non_coding	6105113	6114422	2715	NO	9310
9	braker_augustus	exon	6114423	6114470	2716	NO	48
9	braker_augustus	intron	6114471	6115404	2717	NO	934
9	braker_augustus	exon	6115405	6115767	2718	NO	363
9	braker_augustus	non_coding	6115768	6135949	2719	NO	20182
9	braker_augustus	exon	6135950	6135997	2720	NO	48
9	braker_augustus	intron	6135998	6136595	2721	NO	598
9	braker_augustus	exon	6136596	6136955	2722	NO	360
9	braker_augustus	non_coding	6136956	6137408	2723	NO	453
9	braker_augustus	exon	6137409	6137465	2724	NO	57
9	braker_augustus	intron	6137466	6138262	2725	NO	797
9	braker_augustus	exon	6138263	6138622	2726	NO	360
9	braker_augustus	non_coding	6138623	6140057	2727	NO	1435
9	braker_augustus	exon	6140058	6140251	2728	NO	194
9	braker_augustus	intron	6140252	6140455	2729	NO	204
9	braker_augustus	exon	6140456	6140513	2730	NO	58
9	braker_augustus	intron	6140514	6140597	2731	NO	84
9	braker_augustus	exon	6140598	6140722	2732	NO	125
9	braker_augustus	intron	6140723	6144733	2733	NO	4011
9	braker_augustus	exon	6144734	6145001	2734	NO	268
9	braker_augustus	intron	6145002	6145352	2735	NO	351
9	braker_augustus	exon	6145353	6145531	2736	NO	179
9	braker_augustus	intron	6145532	6145758	2737	NO	227
9	braker_augustus	exon	6145759	6146122	2738	NO	364
9	braker_augustus	intron	6146123	6146286	2739	NO	164
9	braker_augustus	exon	6146287	6146602	2740	NO	316
9	braker_augustus	intron	6146603	6148431	2741	NO	1829
9	braker_augustus	exon	6148432	6148602	2742	NO	171
9	braker_augustus	intron	6148603	6149871	2743	NO	1269
9	braker_augustus	exon	6149872	6150008	2744	NO	137
9	braker_augustus	intron	6150009	6152782	2745	NO	2774
9	braker_augustus	exon	6152783	6152927	2746	NO	145
9	braker_augustus	intron	6152928	6154607	2747	NO	1680
9	braker_augustus	exon	6154608	6154757	2748	NO	150
9	braker_augustus	intron	6154758	6158613	2749	NO	3856
9	braker_augustus	exon	6158614	6158750	2750	NO	137
9	braker_augustus	intron	6158751	6163824	2751	NO	5074
9	braker_augustus	exon	6163825	6163969	2752	NO	145
9	braker_augustus	intron	6163970	6164517	2753	NO	548
9	braker_augustus	exon	6164518	6164636	2754	NO	119
9	braker_augustus	intron	6164637	6164920	2755	NO	284
9	braker_augustus	exon	6164921	6165070	2756	NO	150
9	braker_augustus	intron	6165071	6170184	2757	NO	5114
9	braker_augustus	exon	6170185	6170387	2758	NO	203
9	braker_augustus	intron	6170388	6172381	2759	NO	1994
9	braker_augustus	exon	6172382	6172820	2760	NO	439
9	braker_augustus	non_coding	6172821	6276185	2761	NO	103365
9	braker_augustus	exon	6276186	6277913	2762	NO	1728
9	braker_augustus	non_coding	6277914	6461327	2763	NO	183414
9	braker_augustus	exon	6461328	6461550	2764	NO	223
9	braker_augustus	intron	6461551	6462340	2765	NO	790
9	braker_augustus	exon	6462341	6462574	2766	NO	234
9	braker_augustus	intron	6462575	6462884	2767	NO	310
9	braker_augustus	exon	6462885	6462973	2768	NO	89
9	braker_augustus	intron	6462974	6463256	2769	NO	283
9	braker_augustus	exon	6463257	6463271	2770	NO	15
9	braker_augustus	non_coding	6463272	6654207	2771	NO	190936
9	braker_augustus	exon	6654208	6654264	2772	NO	57
9	braker_augustus	intron	6654265	6654985	2773	NO	721
9	braker_augustus	exon	6654986	6655141	2774	NO	156
9	braker_augustus	intron	6655142	6655771	2775	NO	630
9	braker_augustus	exon	6655772	6655873	2776	NO	102
9	braker_augustus	intron	6655874	6656723	2777	NO	850
9	braker_augustus	exon	6656724	6656823	2778	NO	100
9	braker_augustus	intron	6656824	6657018	2779	NO	195
9	braker_augustus	exon	6657019	6657785	2780	NO	767
9	braker_augustus	non_coding	6657786	6676669	2781	NO	18884
9	braker_augustus	exon	6676670	6676732	2782	NO	63
9	braker_augustus	intron	6676733	6677409	2783	NO	677
9	braker_augustus	exon	6677410	6677565	2784	NO	156
9	braker_augustus	intron	6677566	6679598	2785	NO	2033
9	braker_augustus	exon	6679599	6679700	2786	NO	102
9	braker_augustus	intron	6679701	6680311	2787	NO	611
9	braker_augustus	exon	6680312	6680411	2788	NO	100
9	braker_augustus	intron	6680412	6680653	2789	NO	242
9	braker_augustus	exon	6680654	6680847	2790	NO	194
9	braker_augustus	intron	6680848	6681360	2791	NO	513
9	braker_augustus	exon	6681361	6681393	2792	NO	33
9	braker_augustus	non_coding	6681394	6729857	2793	NO	48464
9	braker_augustus	exon	6729858	6729974	2794	NO	117
9	braker_augustus	intron	6729975	6730295	2795	NO	321
9	braker_augustus	exon	6730296	6730564	2796	NO	269
9	braker_augustus	intron	6730565	6733148	2797	NO	2584
9	braker_augustus	exon	6733149	6733330	2798	NO	182
9	braker_augustus	intron	6733331	6734947	2799	NO	1617
9	braker_augustus	exon	6734948	6735117	2800	NO	170
9	braker_augustus	intron	6735118	6736559	2801	NO	1442
9	braker_augustus	exon	6736560	6736762	2802	NO	203
9	braker_augustus	intron	6736763	6737669	2803	NO	907
9	braker_augustus	exon	6737670	6737795	2804	NO	126
9	braker_augustus	intron	6737796	6738819	2805	NO	1024
9	braker_augustus	exon	6738820	6739006	2806	NO	187
9	braker_augustus	non_coding	6739007	6750937	2807	NO	11931
9	braker_augustus	exon	6750938	6750982	2808	NO	45
9	braker_augustus	intron	6750983	6752694	2809	NO	1712
9	braker_augustus	exon	6752695	6752853	2810	NO	159
9	braker_augustus	intron	6752854	6757235	2811	NO	4382
9	braker_augustus	exon	6757236	6757351	2812	NO	116
9	braker_augustus	intron	6757352	6759738	2813	NO	2387
9	braker_augustus	exon	6759739	6760054	2814	NO	316
9	braker_augustus	non_coding	6760055	6760387	2815	NO	333
9	braker_augustus	exon	6760388	6760515	2816	NO	128
9	braker_augustus	intron	6760516	6770651	2817	NO	10136
9	braker_augustus	exon	6770652	6770850	2818	NO	199
9	braker_augustus	intron	6770851	6772167	2819	NO	1317
9	braker_augustus	exon	6772168	6772377	2820	NO	210
9	braker_augustus	intron	6772378	6773663	2821	NO	1286
9	braker_augustus	exon	6773664	6773808	2822	NO	145
9	braker_augustus	intron	6773809	6775350	2823	NO	1542
9	braker_augustus	exon	6775351	6775569	2824	NO	219
9	braker_augustus	intron	6775570	6775992	2825	NO	423
9	braker_augustus	exon	6775993	6776293	2826	NO	301
9	braker_augustus	intron	6776294	6777702	2827	NO	1409
9	braker_augustus	exon	6777703	6777954	2828	NO	252
9	braker_augustus	intron	6777955	6779767	2829	NO	1813
9	braker_augustus	exon	6779768	6780035	2830	NO	268
9	braker_augustus	intron	6780036	6785070	2831	NO	5035
9	braker_augustus	exon	6785071	6785297	2832	NO	227
9	braker_augustus	intron	6785298	6789044	2833	NO	3747
9	braker_augustus	exon	6789045	6789167	2834	NO	123
9	braker_augustus	intron	6789168	6789844	2835	NO	677
9	braker_augustus	exon	6789845	6789964	2836	NO	120
9	braker_augustus	intron	6789965	6792395	2837	NO	2431
9	braker_augustus	exon	6792396	6792518	2838	NO	123
9	braker_augustus	intron	6792519	6802519	2839	NO	10001
9	braker_augustus	exon	6802520	6802637	2840	NO	118
9	braker_augustus	non_coding	6802638	7039770	2841	NO	237133
9	braker_augustus	exon	7039771	7040556	2842	NO	786
9	braker_augustus	non_coding	7040557	7128261	2843	NO	87705
9	braker_augustus	exon	7128262	7128417	2844	NO	156
9	braker_augustus	intron	7128418	7130215	2845	NO	1798
9	braker_augustus	exon	7130216	7130299	2846	NO	84
9	braker_augustus	non_coding	7130300	7203794	2847	NO	73495
9	braker_augustus	exon	7203795	7203954	2848	NO	160
9	braker_augustus	intron	7203955	7211059	2849	NO	7105
9	braker_augustus	exon	7211060	7211316	2850	NO	257
9	braker_augustus	intron	7211317	7212480	2851	NO	1164
9	braker_augustus	exon	7212481	7213440	2852	NO	960
9	braker_augustus	non_coding	7213441	7258273	2853	NO	44833
9	braker_augustus	exon	7258274	7258322	2854	NO	49
9	braker_augustus	intron	7258323	7260437	2855	NO	2115
9	braker_augustus	exon	7260438	7260835	2856	NO	398
9	braker_augustus	intron	7260836	7261736	2857	NO	901
9	braker_augustus	exon	7261737	7262498	2858	NO	762
9	braker_augustus	intron	7262499	7263371	2859	NO	873
9	braker_augustus	exon	7263372	7263560	2860	NO	189
9	braker_augustus	non_coding	7263561	7263637	2861	NO	77
9	braker_augustus	exon	7263638	7263842	2862	NO	205
9	braker_augustus	intron	7263843	7267461	2863	NO	3619
9	braker_augustus	exon	7267462	7267703	2864	NO	242
9	braker_augustus	intron	7267704	7268953	2865	NO	1250
9	braker_augustus	exon	7268954	7269259	2866	NO	306
9	braker_augustus	intron	7269260	7275383	2867	NO	6124
9	braker_augustus	exon	7275384	7275478	2868	NO	95
9	braker_augustus	intron	7275479	7276538	2869	NO	1060
9	braker_augustus	exon	7276539	7277117	2870	NO	579
9	braker_augustus	intron	7277118	7278584	2871	NO	1467
9	braker_augustus	exon	7278585	7278709	2872	NO	125
9	braker_augustus	intron	7278710	7282754	2873	NO	4045
9	braker_augustus	exon	7282755	7282762	2874	NO	8
9	braker_augustus	non_coding	7282763	7286129	2875	NO	3367
9	braker_augustus	exon	7286130	7286358	2876	NO	229
9	braker_augustus	intron	7286359	7287589	2877	NO	1231
9	braker_augustus	exon	7287590	7287745	2878	NO	156
9	braker_augustus	intron	7287746	7287952	2879	NO	207
9	braker_augustus	exon	7287953	7288113	2880	NO	161
9	braker_augustus	intron	7288114	7288206	2881	NO	93
9	braker_augustus	exon	7288207	7288422	2882	NO	216
9	braker_augustus	intron	7288423	7288506	2883	NO	84
9	braker_augustus	exon	7288507	7288580	2884	NO	74
9	braker_augustus	intron	7288581	7291498	2885	NO	2918
9	braker_augustus	exon	7291499	7291736	2886	NO	238
9	braker_augustus	non_coding	7291737	7292475	2887	NO	739
9	braker_augustus	exon	7292476	7292581	2888	NO	106
9	braker_augustus	intron	7292582	7293367	2889	NO	786
9	braker_augustus	exon	7293368	7293591	2890	NO	224
9	braker_augustus	non_coding	7293592	7294700	2891	NO	1109
9	braker_augustus	exon	7294701	7294833	2892	NO	133
9	braker_augustus	intron	7294834	7295274	2893	NO	441
9	braker_augustus	exon	7295275	7295434	2894	NO	160
9	braker_augustus	intron	7295435	7296171	2895	NO	737
9	braker_augustus	exon	7296172	7296223	2896	NO	52
9	braker_augustus	intron	7296224	7298928	2897	NO	2705
9	braker_augustus	exon	7298929	7299117	2898	NO	189
9	braker_augustus	intron	7299118	7299325	2899	NO	208
9	braker_augustus	exon	7299326	7299427	2900	NO	102
9	braker_augustus	non_coding	7299428	7305577	2901	NO	6150
9	braker_augustus	exon	7305578	7306020	2902	NO	443
9	braker_augustus	intron	7306021	7306999	2903	NO	979
9	braker_augustus	exon	7307000	7307309	2904	NO	310
9	braker_augustus	non_coding	7307310	7309902	2905	NO	2593
9	braker_augustus	exon	7309903	7310114	2906	NO	212
9	braker_augustus	intron	7310115	7310378	2907	NO	264
9	braker_augustus	exon	7310379	7310489	2908	NO	111
9	braker_augustus	intron	7310490	7310627	2909	NO	138
9	braker_augustus	exon	7310628	7310646	2910	NO	19
9	braker_augustus	non_coding	7310647	7315993	2911	NO	5347
9	braker_augustus	exon	7315994	7316045	2912	NO	52
9	braker_augustus	intron	7316046	7316131	2913	NO	86
9	braker_augustus	exon	7316132	7316320	2914	NO	189
9	braker_augustus	intron	7316321	7316923	2915	NO	603
9	braker_augustus	exon	7316924	7317033	2916	NO	110
9	braker_augustus	intron	7317034	7317336	2917	NO	303
9	braker_augustus	exon	7317337	7317795	2918	NO	459
9	braker_augustus	intron	7317796	7318052	2919	NO	257
9	braker_augustus	exon	7318053	7318253	2920	NO	201
9	braker_augustus	intron	7318254	7318683	2921	NO	430
9	braker_augustus	exon	7318684	7318828	2922	NO	145
9	braker_augustus	intron	7318829	7319195	2923	NO	367
9	braker_augustus	exon	7319196	7319332	2924	NO	137
9	braker_augustus	intron	7319333	7320344	2925	NO	1012
9	braker_augustus	exon	7320345	7320453	2926	NO	109
9	braker_augustus	intron	7320454	7323928	2927	NO	3475
9	braker_augustus	exon	7323929	7324006	2928	NO	78
9	braker_augustus	intron	7324007	7324297	2929	NO	291
9	braker_augustus	exon	7324298	7324524	2930	NO	227
9	braker_augustus	intron	7324525	7324596	2931	NO	72
9	braker_augustus	exon	7324597	7324876	2932	NO	280
9	braker_augustus	intron	7324877	7325474	2933	NO	598
9	braker_augustus	exon	7325475	7325572	2934	NO	98
9	braker_augustus	intron	7325573	7326768	2935	NO	1196
9	braker_augustus	exon	7326769	7327003	2936	NO	235
9	braker_augustus	intron	7327004	7330474	2937	NO	3471
9	braker_augustus	exon	7330475	7330580	2938	NO	106
