method	sit_uid	sit_name	year	count	count_per_1000m	observed_density_km2
Whole transect	543	Södra Rörum S slinga	2013	1	0.498031975673435	99.60639513468699
Whole transect	549	Kjugekull transekter	2013	2	2.65946452913988	531.892905827976
Whole transect	550	Kjugekull slinga	2013	1	0.858934319731728	171.7868639463456
Whole transect	565	Södra Rörum N transekter	2013	2	2.03294853120367	406.589706240734
Whole transect	569	L. Harsjön	2013	4	1.07710092266986	215.420184533972
Whole transect	569	L. Harsjön	2013	1	0.269275230667465	53.855046133493
Whole transect	569	L. Harsjön	2013	12	3.23130276800958	646.260553601916
Whole transect	569	L. Harsjön	2014	1	0.269275230667465	53.855046133493
Whole transect	569	L. Harsjön	2014	4	1.07710092266986	215.420184533972
Whole transect	569	L. Harsjön	2015	3	0.807825692002396	161.56513840047919
Whole transect	569	L. Harsjön	2016	3	0.807825692002396	161.56513840047919
Whole transect	569	L. Harsjön	2017	1	0.269275230667465	53.855046133493
Whole transect	569	L. Harsjön	2018	18	4.84695415201438	969.390830402876
Whole transect	569	L. Harsjön	2018	77	20.7341927613948	4146.83855227896
Whole transect	569	L. Harsjön	2019	11	2.96202753734212	592.405507468424
Whole transect	569	L. Harsjön	2019	19	5.11622938268184	1023.245876536368
Whole transect	569	L. Harsjön	2020	2	0.538550461334931	107.71009226698621
Whole transect	569	L. Harsjön	2021	2	0.538550461334931	107.71009226698621
Whole transect	569	L. Harsjön	2022	3	0.807825692002396	161.56513840047919
Whole transect	569	L. Harsjön	2022	1	0.269275230667465	53.855046133493
Whole transect	569	L. Harsjön	2022	1	0.269275230667465	53.855046133493
Whole transect	569	L. Harsjön	2023	3	0.807825692002396	161.56513840047919
Whole transect	569	L. Harsjön	2023	1	0.269275230667465	53.855046133493
Whole transect	569	L. Harsjön	2024	1	0.269275230667465	53.855046133493
Whole transect	569	L. Harsjön	2025	2	0.538550461334931	107.71009226698621
Whole transect	585	Flintabacken slinga	2016	1	1.43380544781458	286.761089562916
Whole transect	603	Horsakärr	2014	2	0.494254069249425	98.850813849885
Whole transect	603	Horsakärr	2014	4	0.98850813849885	197.70162769977
Whole transect	603	Horsakärr	2016	2	0.494254069249425	98.850813849885
Whole transect	603	Horsakärr	2017	3	0.741381103874138	148.2762207748276
Whole transect	620	Rosendalen	2014	1	0.193670930558236	38.7341861116472
Whole transect	620	Rosendalen	2015	1	0.193670930558236	38.7341861116472
Whole transect	620	Rosendalen	2016	1	0.193670930558236	38.7341861116472
Whole transect	620	Rosendalen	2016	4	0.774683722232943	154.9367444465886
Whole transect	620	Rosendalen	2018	2	0.387341861116472	77.4683722232944
Whole transect	630	Bölets ängar	2019	2	4.21906757277336	843.813514554672
Whole transect	643	Vitemölla strandbackar transekter	2014	1	0.585495136642911	117.0990273285822
Whole transect	643	Vitemölla strandbackar transekter	2014	1	0.585495136642911	117.0990273285822
Whole transect	659	Näsby fält - Norra transekter	2014	6	3.86044562565306	772.0891251306119
Whole transect	660	Näsby fält - Norra slinga	2014	1	0.257954707637454	51.5909415274908
Whole transect	660	Näsby fält - Norra slinga	2014	1	0.257954707637454	51.5909415274908
Whole transect	660	Näsby fält - Norra slinga	2018	6	1.54772824582472	309.545649164944
Whole transect	661	Näsby fält - Södra transekter	2018	2	0.623900259976097	124.7800519952194
Whole transect	662	Näsby fält - Södra slinga	2014	4	1.00824949495073	201.64989899014597
Whole transect	662	Näsby fält - Södra slinga	2014	3	0.756187121213047	151.2374242426094
Whole transect	662	Näsby fält - Södra slinga	2018	2	0.504124747475365	100.82494949507299
Whole transect	663	Norra Mosslunda transekter	2014	6	3.75219599196996	750.439198393992
Whole transect	664	Norra Mosslunda slinga	2014	6	2.01648603437947	403.297206875894
Whole transect	664	Norra Mosslunda slinga	2014	1	0.336081005729912	67.2162011459824
Whole transect	664	Norra Mosslunda slinga	2018	4	1.34432402291965	268.86480458393
Whole transect	668	Ry transekter	2014	1	0.968317004828748	193.66340096574962
Whole transect	678	Källsbäck, Södra Ny	2015	2	0.819764993402487	163.9529986804974
Whole transect	678	Källsbäck, Södra Ny	2016	1	0.409882496701244	81.9764993402488
Whole transect	678	Källsbäck, Södra Ny	2019	1	0.409882496701244	81.9764993402488
Whole transect	678	Källsbäck, Södra Ny	2021	1	0.409882496701244	81.9764993402488
Whole transect	679	Ekelund-Bogesund	2015	1	0.356431912017461	71.2863824034922
Whole transect	708	Nasumemyr, Tofta skjutfält	2017	1	0.234587952908665	46.917590581733
Whole transect	708	Nasumemyr, Tofta skjutfält	2017	2	0.46917590581733	93.835181163466
Whole transect	726	Årby ängar	2015	1	0.393680731552139	78.7361463104278
Whole transect	726	Årby ängar	2015	1	0.393680731552139	78.7361463104278
Whole transect	735	Heden Stenshuvud	2023	1	0.38626811762563	77.253623525126
Whole transect	738	Danskens äng	2016	7	30.501719271729	6100.3438543458005
Whole transect	738	Danskens äng	2017	8	34.8591077391188	6971.82154782376
Whole transect	738	Danskens äng	2018	3	13.0721654021696	2614.43308043392
Whole transect	738	Danskens äng	2019	2	8.7147769347797	1742.95538695594
Whole transect	738	Danskens äng	2020	2	8.7147769347797	1742.95538695594
Whole transect	738	Danskens äng	2020	1	4.35738846738985	871.47769347797
Whole transect	756	Bjärkefall slinga	2015	3	0.96955792895741	193.911585791482
Whole transect	756	Bjärkefall slinga	2016	1	0.323185976319137	64.6371952638274
Whole transect	756	Bjärkefall slinga	2017	4	1.29274390527655	258.54878105531
Whole transect	756	Bjärkefall slinga	2018	1	0.323185976319137	64.6371952638274
Whole transect	756	Bjärkefall slinga	2019	1	0.323185976319137	64.6371952638274
Whole transect	757	Ryr	2015	1	0.586136912267265	117.227382453453
Whole transect	799	Fårö, St. Hoburga	2024	1	0.923755909760441	184.7511819520882
Whole transect	835	Tosteberga ängar transekter	2015	1	0.57686153370305	115.37230674061001
Whole transect	839	Ekebo transekter	2011	1	0.854781122368502	170.9562244737004
Whole transect	842	Sånnarna slinga	2020	1	0.749659778601322	149.9319557202644
Whole transect	852	Lyckan, skogsäng	2017	1	2.68935142849212	537.8702856984239
Whole transect	852	Lyckan, skogsäng	2019	1	2.68935142849212	537.8702856984239
Whole transect	853	Torsked	2004	1	1.54488653805196	308.977307610392
Whole transect	853	Torsked	2004	2	3.08977307610392	617.954615220784
Whole transect	853	Torsked	2005	2	3.08977307610392	617.954615220784
Whole transect	853	Torsked	2005	1	1.54488653805196	308.977307610392
Whole transect	853	Torsked	2005	2	3.08977307610392	617.954615220784
Whole transect	853	Torsked	2007	2	3.08977307610392	617.954615220784
Whole transect	853	Torsked	2007	1	1.54488653805196	308.977307610392
Whole transect	853	Torsked	2007	4	6.17954615220783	1235.909230441566
Whole transect	853	Torsked	2008	2	3.08977307610392	617.954615220784
Whole transect	853	Torsked	2008	1	1.54488653805196	308.977307610392
Whole transect	853	Torsked	2008	2	3.08977307610392	617.954615220784
Whole transect	853	Torsked	2008	3	4.63465961415587	926.931922831174
Whole transect	853	Torsked	2009	1	1.54488653805196	308.977307610392
Whole transect	853	Torsked	2010	4	6.17954615220783	1235.909230441566
Whole transect	853	Torsked	2010	3	4.63465961415587	926.931922831174
Whole transect	853	Torsked	2010	4	6.17954615220783	1235.909230441566
Whole transect	853	Torsked	2011	2	3.08977307610392	617.954615220784
Whole transect	853	Torsked	2012	2	3.08977307610392	617.954615220784
Whole transect	853	Torsked	2015	1	1.54488653805196	308.977307610392
Whole transect	853	Torsked	2018	5	7.72443269025979	1544.886538051958
Whole transect	853	Torsked	2023	1	1.54488653805196	308.977307610392
Whole transect	853	Torsked	2023	2	3.08977307610392	617.954615220784
Whole transect	854	Torsberget	2004	1	2.8040032572277	560.80065144554
Whole transect	854	Torsberget	2007	1	2.8040032572277	560.80065144554
Whole transect	854	Torsberget	2007	1	2.8040032572277	560.80065144554
Whole transect	854	Torsberget	2008	2	5.6080065144554	1121.60130289108
Whole transect	854	Torsberget	2008	1	2.8040032572277	560.80065144554
Whole transect	854	Torsberget	2009	1	2.8040032572277	560.80065144554
Whole transect	854	Torsberget	2009	2	5.6080065144554	1121.60130289108
Whole transect	854	Torsberget	2009	1	2.8040032572277	560.80065144554
Whole transect	854	Torsberget	2010	1	2.8040032572277	560.80065144554
Whole transect	854	Torsberget	2011	1	2.8040032572277	560.80065144554
Whole transect	854	Torsberget	2017	1	2.8040032572277	560.80065144554
Whole transect	855	Fördarvern	2008	1	1.21538575879683	243.077151759366
Whole transect	855	Fördarvern	2009	1	1.21538575879683	243.077151759366
Whole transect	855	Fördarvern	2009	2	2.43077151759365	486.15430351873005
Whole transect	855	Fördarvern	2011	3	3.64615727639048	729.231455278096
Whole transect	856	Fensbol, Ektäppan	2005	1	2.0452649800634	409.05299601268
Whole transect	856	Fensbol, Ektäppan	2008	1	2.0452649800634	409.05299601268
Whole transect	856	Fensbol, Ektäppan	2008	1	2.0452649800634	409.05299601268
Whole transect	856	Fensbol, Ektäppan	2010	1	2.0452649800634	409.05299601268
Whole transect	856	Fensbol, Ektäppan	2015	4	8.18105992025359	1636.211984050718
Whole transect	856	Fensbol, Ektäppan	2016	6	12.2715898803804	2454.31797607608
Whole transect	856	Fensbol, Ektäppan	2020	2	4.0905299601268	818.10599202536
Whole transect	856	Fensbol, Ektäppan	2022	3	6.13579494019019	1227.1589880380382
Whole transect	856	Fensbol, Ektäppan	2023	1	2.0452649800634	409.05299601268
Whole transect	888	Båstorp, Ale	2015	2	3.79212975819907	758.425951639814
Whole transect	903	Stråslingan	2016	5	1.51796660846666	303.59332169333203
Whole transect	903	Stråslingan	2016	2	0.607186643386665	121.43732867733299
Whole transect	903	Stråslingan	2017	1	0.303593321693333	60.71866433866659
Whole transect	903	Stråslingan	2017	3	0.910779965079998	182.1559930159996
Whole transect	903	Stråslingan	2017	3	0.910779965079998	182.1559930159996
Whole transect	905	Skeppsvik	2016	1	0.37626310251037	75.252620502074
Whole transect	905	Skeppsvik	2016	1	0.37626310251037	75.252620502074
Whole transect	905	Skeppsvik	2016	1	0.37626310251037	75.252620502074
Whole transect	905	Skeppsvik	2017	1	0.37626310251037	75.252620502074
Whole transect	905	Skeppsvik	2018	1	0.37626310251037	75.252620502074
Whole transect	905	Skeppsvik	2023	7	2.63384171757259	526.768343514518
Whole transect	905	Skeppsvik	2024	2	0.752526205020739	150.5052410041478
Whole transect	915	Knutserud	2017	1	1.95555038513799	391.11007702759804
Whole transect	915	Knutserud	2024	1	1.95555038513799	391.11007702759804
Whole transect	916	Råbäcksängen	2024	2	9.50544358482098	1901.088716964196
Whole transect	917	Mickelstorp	2017	5	12.3736635781779	2474.73271563558
Whole transect	917	Mickelstorp	2020	1	2.47473271563558	494.946543127116
Whole transect	917	Mickelstorp	2024	1	2.47473271563558	494.946543127116
Whole transect	917	Mickelstorp	2024	5	12.3736635781779	2474.73271563558
Whole transect	918	Alstrumsängen	2017	6	4.69625469246229	939.250938492458
Whole transect	918	Alstrumsängen	2020	1	0.782709115410381	156.5418230820762
Whole transect	918	Alstrumsängen	2022	1	0.782709115410381	156.5418230820762
Whole transect	918	Alstrumsängen	2023	3	2.34812734623114	469.625469246228
Whole transect	918	Alstrumsängen	2024	4	3.13083646164152	626.167292328304
Whole transect	919	Almarskogen	2017	3	3.8957667966862	779.1533593372401
Whole transect	919	Almarskogen	2021	1	1.29858893222873	259.717786445746
Whole transect	958	Hågadalen Södra Norby	2016	2	1.17935701826469	235.871403652938
Whole transect	958	Hågadalen Södra Norby	2017	10	5.89678509132343	1179.357018264686
Whole transect	958	Hågadalen Södra Norby	2017	1	0.589678509132343	117.9357018264686
Whole transect	958	Hågadalen Södra Norby	2018	1	0.589678509132343	117.9357018264686
Whole transect	958	Hågadalen Södra Norby	2020	2	1.17935701826469	235.871403652938
Whole transect	958	Hågadalen Södra Norby	2021	1	0.589678509132343	117.9357018264686
Whole transect	958	Hågadalen Södra Norby	2021	1	0.589678509132343	117.9357018264686
Whole transect	958	Hågadalen Södra Norby	2021	1	0.589678509132343	117.9357018264686
Whole transect	958	Hågadalen Södra Norby	2021	2	1.17935701826469	235.871403652938
Whole transect	958	Hågadalen Södra Norby	2022	1	0.589678509132343	117.9357018264686
Whole transect	958	Hågadalen Södra Norby	2022	1	0.589678509132343	117.9357018264686
Whole transect	958	Hågadalen Södra Norby	2022	2	1.17935701826469	235.871403652938
Whole transect	958	Hågadalen Södra Norby	2023	1	0.589678509132343	117.9357018264686
Whole transect	958	Hågadalen Södra Norby	2023	1	0.589678509132343	117.9357018264686
Whole transect	958	Hågadalen Södra Norby	2023	2	1.17935701826469	235.871403652938
Whole transect	958	Hågadalen Södra Norby	2023	3	1.76903552739703	353.807105479406
Whole transect	958	Hågadalen Södra Norby	2023	2	1.17935701826469	235.871403652938
Whole transect	958	Hågadalen Södra Norby	2024	2	1.17935701826469	235.871403652938
Whole transect	958	Hågadalen Södra Norby	2024	1	0.589678509132343	117.9357018264686
Whole transect	958	Hågadalen Södra Norby	2025	1	0.589678509132343	117.9357018264686
Whole transect	958	Hågadalen Södra Norby	2025	1	0.589678509132343	117.9357018264686
Whole transect	958	Hågadalen Södra Norby	2025	1	0.589678509132343	117.9357018264686
Whole transect	958	Hågadalen Södra Norby	2025	1	0.589678509132343	117.9357018264686
Whole transect	958	Hågadalen Södra Norby	2025	1	0.589678509132343	117.9357018264686
Whole transect	963	Hälle	2024	5	2.62241073994999	524.482147989998
Whole transect	963	Hälle	2025	3	1.57344644397	314.689288794
Whole transect	976	Igelbäcken naturreservat	2017	2	0.593629500612339	118.72590012246779
Whole transect	976	Igelbäcken naturreservat	2017	3	0.890444250918508	178.0888501837016
Whole transect	976	Igelbäcken naturreservat	2017	3	0.890444250918508	178.0888501837016
Whole transect	976	Igelbäcken naturreservat	2018	1	0.296814750306169	59.362950061233796
Whole transect	976	Igelbäcken naturreservat	2018	5	1.48407375153085	296.81475030616997
Whole transect	976	Igelbäcken naturreservat	2018	2	0.593629500612339	118.72590012246779
Whole transect	976	Igelbäcken naturreservat	2018	1	0.296814750306169	59.362950061233796
Whole transect	1007	Boåsen 6378	2015	1	2.89220613143922	578.441226287844
Whole transect	1008	Boåsen 6603	2015	1	2.17810954069685	435.62190813937
Whole transect	1009	Boåsen 7563	2015	1	4.24961804798569	849.923609597138
Whole transect	1036	Långsered A	2015	1	2.70735716010459	541.471432020918
Whole transect	1037	Långsered B	2015	1	10.2900830302192	2058.01660604384
Whole transect	1057	Åsabacken	2015	1	2.91027905964097	582.055811928194
Whole transect	1068	Älleköpinge slinga	2017	3	1.75659397336016	351.318794672032
Whole transect	1068	Älleköpinge slinga	2017	1	0.585531324453388	117.1062648906776
Whole transect	1069	Betesmark öster om Dalby, transekter	2017	1	1.02805206195231	205.610412390462
Whole transect	1085	Kaninlandet	2021	1	0.786424544876373	157.28490897527462
Whole transect	1098	Medevi	2019	2	0.5028500621329	100.57001242657999
Whole transect	1098	Medevi	2020	1	0.25142503106645	50.285006213289996
Whole transect	1098	Medevi	2022	1	0.25142503106645	50.285006213289996
Whole transect	1098	Medevi	2023	1	0.25142503106645	50.285006213289996
Whole transect	1098	Medevi	2023	1	0.25142503106645	50.285006213289996
Whole transect	1102	Ignaberga flygplats slinga 1	2009	1	0.549044829571318	109.8089659142636
Whole transect	2648	Loppängarna, Muskö	2019	2	1.06776727832516	213.55345566503198
Whole transect	2683	Sundsbron Lelångebanan	2019	6	2.29350658559551	458.70131711910204
Whole transect	2683	Sundsbron Lelångebanan	2019	8	3.05800878079401	611.601756158802
Whole transect	2683	Sundsbron Lelångebanan	2019	11	4.20476207359177	840.9524147183539
Whole transect	2683	Sundsbron Lelångebanan	2019	10	3.82251097599251	764.502195198502
Whole transect	2707	Berthåga kyrkogård	2019	1	0.483871107995489	96.7742215990978
Whole transect	2707	Berthåga kyrkogård	2020	11	5.32258218795038	1064.516437590076
Whole transect	2707	Berthåga kyrkogård	2020	2	0.967742215990979	193.5484431981958
Whole transect	2707	Berthåga kyrkogård	2021	1	0.483871107995489	96.7742215990978
Whole transect	2707	Berthåga kyrkogård	2022	2	0.967742215990979	193.5484431981958
Whole transect	2707	Berthåga kyrkogård	2023	21	10.1612932679053	2032.2586535810601
Whole transect	2707	Berthåga kyrkogård	2023	2	0.967742215990979	193.5484431981958
Whole transect	2707	Berthåga kyrkogård	2024	3	1.45161332398647	290.322664797294
Whole transect	2707	Berthåga kyrkogård	2024	1	0.483871107995489	96.7742215990978
Whole transect	2711	Böneruds fornåkrar	2019	2	1.80000400677512	360.000801355024
Whole transect	2712	Derbol	2022	2	1.06931474836203	213.862949672406
Whole transect	2740	Svensvik, Åbyfjorden	2025	1	1.31305472545962	262.610945091924
Whole transect	2758	Soldatängen Motala	2020	1	0.94207320411619	188.414640823238
Whole transect	2758	Soldatängen Motala	2023	1	0.94207320411619	188.414640823238
Whole transect	2768	Kocktorp 2, Ängsö	2017	3	1.44268819943991	288.537639887982
Whole transect	2768	Kocktorp 2, Ängsö	2017	1	0.480896066479969	96.1792132959938
Whole transect	2768	Kocktorp 2, Ängsö	2018	1	0.480896066479969	96.1792132959938
Whole transect	2799	Edeby naturreservat	2022	1	0.984252431054244	196.8504862108488
Whole transect	2801	Prästgårdsön, Pannkakan	2018	1	0.925534787195657	185.1069574391314
Whole transect	2801	Prästgårdsön, Pannkakan	2019	1	0.925534787195657	185.1069574391314
Whole transect	2803	Gårdsviksmossen	2023	1	1.10150259677994	220.30051935598797
Whole transect	2804	Lafallhöjden	2017	2	2.29438688031746	458.877376063492
Whole transect	2804	Lafallhöjden	2018	4	4.58877376063493	917.754752126986
Whole transect	2804	Lafallhöjden	2020	3	3.4415803204762	688.31606409524
Whole transect	2804	Lafallhöjden	2021	2	2.29438688031746	458.877376063492
Whole transect	2804	Lafallhöjden	2021	2	2.29438688031746	458.877376063492
Whole transect	2804	Lafallhöjden	2023	3	3.4415803204762	688.31606409524
Whole transect	2804	Lafallhöjden	2024	1	1.14719344015873	229.438688031746
Whole transect	2805	Genbäcken	2017	6	8.66201875975546	1732.403751951092
Whole transect	2805	Genbäcken	2022	3	4.33100937987773	866.201875975546
Whole transect	2805	Genbäcken	2023	3	4.33100937987773	866.201875975546
Whole transect	2819	Åsa gravfält	2022	1	0.3979876935049	79.59753870098
Whole transect	2859	Pelarbo slinga	2018	1	0.468822119636116	93.76442392722319
Whole transect	2859	Pelarbo slinga	2018	2	0.937644239272232	187.52884785444638
Whole transect	2859	Pelarbo slinga	2019	1	0.468822119636116	93.76442392722319
Whole transect	2859	Pelarbo slinga	2020	1	0.468822119636116	93.76442392722319
Whole transect	2884	Dösjebro-ån-gamla tippen	2021	1	0.314995306920925	62.999061384185
Whole transect	2884	Dösjebro-ån-gamla tippen	2021	1	0.314995306920925	62.999061384185
Whole transect	2885	Dyestad	2020	2	0.89042396606322	178.084793212644
Whole transect	2885	Dyestad	2020	6	2.67127189818966	534.254379637932
Whole transect	2885	Dyestad	2020	1	0.44521198303161	89.042396606322
Whole transect	2890	Simängsvägen	2024	1	1.10421933515587	220.843867031174
Whole transect	2908	Kleva strand	2021	1	0.490139973510149	98.0279947020298
Whole transect	2908	Kleva strand	2021	1	0.490139973510149	98.0279947020298
Whole transect	2908	Kleva strand	2022	1	0.490139973510149	98.0279947020298
Whole transect	2908	Kleva strand	2024	1	0.490139973510149	98.0279947020298
Whole transect	2911	Styggtjärn	2020	3	0.839277303315117	167.8554606630234
Whole transect	2911	Styggtjärn	2021	1	0.279759101105039	55.9518202210078
Whole transect	2911	Styggtjärn	2022	1	0.279759101105039	55.9518202210078
Whole transect	2911	Styggtjärn	2024	1	0.279759101105039	55.9518202210078
Whole transect	2924	Knösen, slinga	2023	1	0.480431835282848	96.0863670565696
Whole transect	2949	Klammersbäck transekter	2010	1	0.998998340212966	199.7996680425932
Whole transect	2949	Klammersbäck transekter	2010	1	0.998998340212966	199.7996680425932
Whole transect	2956	Kung Björns hög - Högbyhatt	2022	3	1.04908888013259	209.81777602651798
Whole transect	2956	Kung Björns hög - Högbyhatt	2025	1	0.349696293377529	69.9392586755058
Whole transect	3115	Norrskog	2023	6	3.12247162241423	624.494324482846
Whole transect	3136	Gilsåsen	2021	2	0.993839790346468	198.7679580692936
Whole transect	3136	Gilsåsen	2021	2	0.993839790346468	198.7679580692936
Whole transect	3136	Gilsåsen	2022	6	2.9815193710394	596.30387420788
Whole transect	3136	Gilsåsen	2022	1	0.496919895173234	99.3839790346468
Whole transect	3136	Gilsåsen	2023	6	2.9815193710394	596.30387420788
Whole transect	3136	Gilsåsen	2023	10	4.96919895173234	993.8397903464679
Whole transect	3136	Gilsåsen	2024	4	1.98767958069294	397.535916138588
Whole transect	3137	Lövnäset, Frösvidal	2023	5	2.23325948869806	446.651897739612
Whole transect	3137	Lövnäset, Frösvidal	2023	2	0.893303795479225	178.660759095845
Whole transect	3137	Lövnäset, Frösvidal	2024	4	1.78660759095845	357.32151819169
Whole transect	3137	Lövnäset, Frösvidal	2024	1	0.446651897739612	89.3303795479224
Whole transect	3137	Lövnäset, Frösvidal	2025	3	1.33995569321884	267.99113864376795
Whole transect	3196	Stadsnära lantgård, Lidköping	2023	4	4.68691632378546	937.383264757092
Whole transect	3196	Stadsnära lantgård, Lidköping	2023	3	3.5151872428391	703.03744856782
Whole transect	3226	Sötåsens naturbruksskola	2018	2	1.10023857129244	220.047714258488
Whole transect	3244	Fensbol, Petteråsen	2021	2	2.48088806444052	496.17761288810397
Whole transect	3244	Fensbol, Petteråsen	2024	2	2.48088806444052	496.17761288810397
Whole transect	3278	Dalby fälad no 5	2023	1	0.563550603415756	112.7101206831512
Whole transect	3278	Dalby fälad no 5	2023	1	0.563550603415756	112.7101206831512
Whole transect	3285	Moen	2022	1	0.443011130669798	88.6022261339596
Whole transect	3286	Fagerhults naturreservat	2022	1	0.527455535637522	105.4911071275044
Whole transect	3575	Nybrofältet	2023	1	0.747538121711034	149.50762434220678
Whole transect	3575	Nybrofältet	2025	1	0.747538121711034	149.50762434220678
Whole transect	3575	Nybrofältet	2025	2	1.49507624342207	299.01524868441396
Whole transect	3617	Vårdsätra skog	2024	2	0.755109131574257	151.02182631485138
Whole transect	3765	Strömsmarkssätern	2025	1	0.759831347127954	151.96626942559078
Whole transect	3769	Grunneröd	2023	2	1.93918843645185	387.83768729036996
Whole transect	3789	Uddevik	2023	1	0.284143573890897	56.8287147781794
Whole transect	3789	Uddevik	2024	5	1.42071786945449	284.143573890898
Whole transect	3789	Uddevik	2024	1	0.284143573890897	56.8287147781794
Whole transect	3789	Uddevik	2025	6	1.70486144334538	340.97228866907597
Whole transect	3893	Granbacken, Berg	2023	3	3.68928804720147	737.857609440294
Whole transect	3893	Granbacken, Berg	2023	1	1.22976268240049	245.952536480098
Whole transect	3893	Granbacken, Berg	2023	1	1.22976268240049	245.952536480098
Whole transect	3893	Granbacken, Berg	2024	1	1.22976268240049	245.952536480098
Whole transect	3893	Granbacken, Berg	2024	1	1.22976268240049	245.952536480098
Whole transect	3894	Cronberget-Vallvägen, Berg	2023	1	0.61095368956986	122.19073791397199
Whole transect	3918	naturum Stenshuvud, fjärilsslinga	2025	4	3.09670470861764	619.340941723528
Whole transect	3946	Kumlan	2025	1	0.682196976129727	136.4393952259454
Whole transect	3950	Rinkaby skjutfält	2024	1	0.774270049410838	154.8540098821676
Whole transect	4071	Ishult slinga	2024	3	9.34830526697959	1869.661053395918
Whole transect	4201	Vitemölla	2024	2	0.174310788435525	34.862157687105
Whole transect	4201	Vitemölla	2025	4	0.348621576871051	69.72431537421019
Whole transect	4262	Pommerndalen	2025	2	1.40458684554067	280.917369108134
Transect segment	6	Rökepipan	2011	3	16.1769520234332	3235.3904046866396
Transect segment	6	Rökepipan	2014	1	5.39231734114441	1078.463468228882
Transect segment	17	NV Krankesjön	2012	1	3.47492651003533	694.985302007066
Transect segment	17	NV Krankesjön	2012	1	5.82439044413059	1164.878088826118
Transect segment	17	NV Krankesjön	2013	2	7.25132035203621	1450.264070407242
Transect segment	17	NV Krankesjön	2013	2	7.25132035203621	1450.264070407242
Transect segment	17	NV Krankesjön	2012	1	3.24208196605807	648.416393211614
Transect segment	19	Vankiva skola	2014	1	5.4265435521059	1085.30871042118
Transect segment	32	Gamla Mörtforsvägen	2014	1	1.92612109534044	385.224219068088
Transect segment	32	Gamla Mörtforsvägen	2015	1	1.92612109534044	385.224219068088
Transect segment	32	Gamla Mörtforsvägen	2012	1	1.7805178532978	356.10357065956003
Transect segment	32	Gamla Mörtforsvägen	2013	2	2.37620745506532	475.24149101306404
Transect segment	37	Lammakulla Mellangård	2014	1	2.52630000031621	505.26000006324205
Transect segment	37	Lammakulla Mellangård	2015	1	2.52630000031621	505.26000006324205
Transect segment	37	Lammakulla Mellangård	2018	1	2.52630000031621	505.26000006324205
Transect segment	37	Lammakulla Mellangård	2010	1	2.57452918276321	514.905836552642
Transect segment	37	Lammakulla Mellangård	2011	2	5.14905836552643	1029.811673105286
Transect segment	37	Lammakulla Mellangård	2011	1	2.57452918276321	514.905836552642
Transect segment	37	Lammakulla Mellangård	2012	1	2.57452918276321	514.905836552642
Transect segment	37	Lammakulla Mellangård	2012	1	2.57452918276321	514.905836552642
Transect segment	37	Lammakulla Mellangård	2014	9	23.1707626448689	4634.15252897378
Transect segment	37	Lammakulla Mellangård	2014	3	7.72358754828964	1544.7175096579278
Transect segment	37	Lammakulla Mellangård	2014	1	2.57452918276321	514.905836552642
Transect segment	37	Lammakulla Mellangård	2015	1	2.57452918276321	514.905836552642
Transect segment	37	Lammakulla Mellangård	2015	3	7.72358754828964	1544.7175096579278
Transect segment	37	Lammakulla Mellangård	2016	6	15.4471750965793	3089.4350193158602
Transect segment	37	Lammakulla Mellangård	2017	1	2.57452918276321	514.905836552642
Transect segment	37	Lammakulla Mellangård	2018	7	18.0217042793425	3604.3408558685
Transect segment	37	Lammakulla Mellangård	2019	4	10.2981167310529	2059.62334621058
Transect segment	37	Lammakulla Mellangård	2019	1	2.57452918276321	514.905836552642
Transect segment	37	Lammakulla Mellangård	2024	1	2.57452918276321	514.905836552642
Transect segment	37	Lammakulla Mellangård	2012	1	3.6585178715578	731.70357431156
Transect segment	37	Lammakulla Mellangård	2013	2	7.31703574311559	1463.407148623118
Transect segment	37	Lammakulla Mellangård	2014	2	7.31703574311559	1463.407148623118
Transect segment	37	Lammakulla Mellangård	2014	4	14.6340714862312	2926.81429724624
Transect segment	37	Lammakulla Mellangård	2015	1	3.6585178715578	731.70357431156
Transect segment	37	Lammakulla Mellangård	2016	4	14.6340714862312	2926.81429724624
Transect segment	37	Lammakulla Mellangård	2017	1	3.6585178715578	731.70357431156
Transect segment	37	Lammakulla Mellangård	2018	2	7.31703574311559	1463.407148623118
Transect segment	37	Lammakulla Mellangård	2019	1	3.6585178715578	731.70357431156
Transect segment	37	Lammakulla Mellangård	2019	2	7.31703574311559	1463.407148623118
Transect segment	37	Lammakulla Mellangård	2013	1	2.007142319854	401.4284639708
Transect segment	37	Lammakulla Mellangård	2014	3	6.021426959562	1204.2853919124
Transect segment	37	Lammakulla Mellangård	2014	1	2.007142319854	401.4284639708
Transect segment	37	Lammakulla Mellangård	2015	1	2.007142319854	401.4284639708
Transect segment	37	Lammakulla Mellangård	2016	1	2.007142319854	401.4284639708
Transect segment	37	Lammakulla Mellangård	2017	1	2.007142319854	401.4284639708
Transect segment	37	Lammakulla Mellangård	2018	5	10.03571159927	2007.1423198539999
Transect segment	37	Lammakulla Mellangård	2010	1	7.30478704508721	1460.957409017442
Transect segment	37	Lammakulla Mellangård	2014	2	14.6095740901744	2921.9148180348798
Transect segment	37	Lammakulla Mellangård	2015	1	7.30478704508721	1460.957409017442
Transect segment	37	Lammakulla Mellangård	2016	1	7.30478704508721	1460.957409017442
Transect segment	37	Lammakulla Mellangård	2018	1	7.30478704508721	1460.957409017442
