landscape	model	rep	comparison	target1	year1	n1	target2	year2	n2	n_draws	mean_FST	median_FST	sd_sampling	q025_sampling	q975_sampling	min_draw_FST	max_draw_FST	mean_component_FST	mean_n_windows	mean_n_snps	empirical_FST	error
skane_only	Kexp1p3_D120	rep004	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00518884609843471	0.00389053633078894	0.00727510113598837	-0.00704488742894219	0.0187849283571627	-0.00806281966320836	0.0277597485701766	0.00637515315075493	388	16138.01	0.02874	-0.0235511539015653
skane_only	Kexp1p3_D120	rep004	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0170958519681741	0.0154774929737347	0.0108140137770424	0.000413852426383066	0.0388963076703156	-0.00726586014157244	0.0502664424826002	0.0179649002723201	388	17441.57	0.0868	-0.0697041480318259
skane_only	Kexp1p3_D120	rep004	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0108013316413038	0.00949312979518486	0.00754721594366649	0.00105784651979946	0.0299594545134027	-0.000249349791826544	0.0454890471452157	0.0114527115551625	388	18041.35	0.0494	-0.0385986683586962
skane_only	Kexp1p3_D120	rep004	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0153118135046717	0.0137400562718937	0.00921382495421449	0.000769171124214909	0.0378720072606375	-0.00220052399940534	0.0484666602369757	0.0160708902426242	388	17699.83	0.10919	-0.0938781864953283
skane_only	Kexp1p3_D120	rep005	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00608030684325899	0.00560537012238624	0.00842908472040428	-0.00730098112458996	0.0259499996204266	-0.00981448336657678	0.0406328513672525	0.00729536695256009	388	16153.46	0.02874	-0.022659693156741
skane_only	Kexp1p3_D120	rep005	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0143929096786239	0.0149573552266407	0.00802515480002865	0.000417313186336532	0.0299578168046259	-0.00119092833394601	0.0362767049566682	0.0153757966582443	388	17654.86	0.0868	-0.0724070903213761
skane_only	Kexp1p3_D120	rep005	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0101263663953289	0.00955899731099148	0.00674512313012151	-0.000655145930848407	0.0255297617342335	-0.00209960580211902	0.0298954360946649	0.0108015131197688	388	18089.31	0.0494	-0.0392736336046711
skane_only	Kexp1p3_D120	rep005	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0123391155617266	0.0119002364390975	0.00698005998680669	-0.000119806703264648	0.0251972631289231	-0.00569016370156611	0.0337304382507643	0.0132901801580379	388	17893.96	0.10919	-0.0968508844382734
skane_only	Kexp1p5_D120	rep001	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00818455276976644	0.00583463920891806	0.00996834361665709	-0.0082669385062049	0.0298041118293678	-0.0123552790931274	0.0367888303807416	0.00944009044765055	388	15999.66	0.02874	-0.0205554472302336
skane_only	Kexp1p5_D120	rep001	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0174918762245368	0.0160801753440411	0.00859543621723095	0.00574306125669618	0.0348907663819409	0.00392821032393625	0.0425939622252391	0.0182044938842549	388	17180.12	0.0868	-0.0693081237754632
skane_only	Kexp1p5_D120	rep001	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0122883444311689	0.011630425608646	0.00641662318904188	0.00344995644586265	0.0262582997399608	0.00249093017032147	0.032061302657702	0.0126854816839299	388	17910.37	0.0494	-0.0371116555688311
skane_only	Kexp1p5_D120	rep001	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0147211859485224	0.0137774978619209	0.00737355218037108	0.00281199683201749	0.02928690496368	-0.000968806314140187	0.0396040235801695	0.0154097191528813	388	17528.38	0.10919	-0.0944688140514776
skane_only	Kexp1p5_D120	rep002	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.006555012915125	0.00616309446341233	0.00761580389100543	-0.00586260335132256	0.0213180618775768	-0.00653780597894693	0.0337346698597245	0.00787013937041665	388	15982.71	0.02874	-0.022184987084875
skane_only	Kexp1p5_D120	rep002	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0297248499556188	0.0275412347106904	0.0139180062924511	0.00903899256067033	0.0594310701792395	0.00420899383097308	0.0838407897793834	0.0309035831234211	388	16960.52	0.0868	-0.0570751500443812
skane_only	Kexp1p5_D120	rep002	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0211378803578633	0.0195019376932363	0.00991301095084156	0.00756570358191645	0.0424631641115548	0.00423605137491044	0.0710831430687615	0.0217924239863395	388	17693.09	0.0494	-0.0282621196421367
skane_only	Kexp1p5_D120	rep002	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0210857779783251	0.0205763239492014	0.0105626582999278	0.00662787969846299	0.0459788215818321	0.00176755466745563	0.0558304250330857	0.0222227210731292	388	17455.44	0.10919	-0.0881042220216749
skane_only	Kexp1p5_D120	rep003	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00834094901171151	0.00681146550529564	0.0102866786842166	-0.00614409077005851	0.03235560036438	-0.0153668211275298	0.0498920429217464	0.00944129951646946	388	16079.63	0.02874	-0.0203990509882885
skane_only	Kexp1p5_D120	rep003	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0190099264310789	0.01729538840782	0.00875113982478045	0.0067867655528124	0.0401719027029475	0.00251084237946251	0.04389012779405	0.0198287566760696	388	17395.42	0.0868	-0.0677900735689211
skane_only	Kexp1p5_D120	rep003	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0152519487904882	0.0141112796288906	0.00784421161732879	0.00208235124123569	0.0300526169263084	0.00149546402255533	0.037083311917237	0.0158785960843711	388	17937.27	0.0494	-0.0341480512095118
skane_only	Kexp1p5_D120	rep003	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0181356442604921	0.0165709951555077	0.00936695144638845	0.00222288711679181	0.0348829533279965	-0.000131129199132209	0.0523852966318326	0.0187218540100846	388	17601.21	0.10919	-0.0910543557395079
skane_only	Kexp1p5_D120	rep004	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.0067983205877701	0.00498767998556473	0.00823216003627913	-0.00584151176678139	0.0242880039515418	-0.0094789186038117	0.0360168789528719	0.00801744077158534	388	16055.83	0.02874	-0.0219416794122299
skane_only	Kexp1p5_D120	rep004	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.0197268044642254	0.018761719077545	0.0103214067913494	0.00392978368129542	0.0437551137647471	0.00148269978178243	0.0542243879732355	0.0208925127289118	388	17341.8	0.0868	-0.0670731955357746
skane_only	Kexp1p5_D120	rep004	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0135370163301795	0.0134392672524287	0.00807382173808069	0.000180705585128702	0.0305501728697682	-0.00212933372031414	0.0364047962600084	0.0142105380242854	388	17994.41	0.0494	-0.0358629836698205
skane_only	Kexp1p5_D120	rep004	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0204215367053192	0.01947655776541	0.00839428599105208	0.00569996904438891	0.0355257832086375	0.00027714118348861	0.0471112279651364	0.0214831239609121	388	17492.64	0.10919	-0.0887684632946808
skane_only	Kexp1p5_D120	rep005	historical_EW	ESkane_hist	1956	5	WSkane_hist	1951	5	100	0.00764017718743637	0.00604399011706182	0.00926256301011132	-0.00775354692047116	0.0264020764120991	-0.0142932289644376	0.0318466433204618	0.00889786454482629	388	16017.52	0.02874	-0.0210998228125636
skane_only	Kexp1p5_D120	rep005	modern_E_SE	ESkane_mod	2020	8	SESkane_mod	2020	7	100	0.022228208981665	0.0210812878205991	0.011028790977291	0.0040360657763723	0.0454976387085842	0.000824319449612085	0.0499715983108733	0.0235698282365041	388	17068.53	0.0868	-0.064571791018335
skane_only	Kexp1p5_D120	rep005	modern_EW	ESkane_mod	2020	8	WSkane_mod	2020	8	100	0.0181698505406901	0.0171924470382891	0.0092181230064594	0.00268881995893927	0.0347019074117415	-0.000164021938201354	0.0411442552335293	0.0192184652737217	388	17744.07	0.0494	-0.0312301494593099
skane_only	Kexp1p5_D120	rep005	modern_W_SE	WSkane_mod	2020	8	SESkane_mod	2020	7	100	0.0170700521225281	0.0164437730580407	0.00913480891851444	0.000419741423858677	0.034801568505077	-0.0056917568752657	0.0406020221485564	0.01796471637113	388	17414.16	0.10919	-0.0921199478774719
